0.500000	0.250000	0.125000	0.062500	0.031250	0.015625	0.007812	0.003906	0.001953	0.000977	
0.500000	0.250000	0.125000	0.062500	0.031250	0.015625	0.007812	0.003906	0.001953	0.000000	
0.500000	0.250000	0.125000	0.062500	0.031250	0.015625	0.007812	0.003906	0.000000	0.000000	
0.500000	0.250000	0.125000	0.062500	0.031250	0.015625	0.007812	0.000000	0.000000	0.000000	
0.500000	0.250000	0.125000	0.062500	0.031250	0.015625	0.000000	0.000000	0.000000	0.000000	
0.500000	0.250000	0.125000	0.062500	0.031250	0.000000	0.000000	0.000000	0.000000	0.000000	
0.500000	0.250000	0.125000	0.062500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.500000	0.250000	0.125000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.500000	0.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
